unitid,format,licenseuri,fileuri,scientificname,typifiedname,family,subfamily,genus,species,subspecies,zoogeoregion,countrycode,country,province,station,eventdate,view
3928,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3928.jpg,Oxysternon festivum,Oxysternon festivum,Scarabaeidae,Scarabaeinae,Oxysternon,festivum,,NT,GF,French Guiana,,,,Lateral
3929,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3929.jpg,Oxysternon lautum,Oxysternon lautum,Scarabaeidae,Scarabaeinae,Oxysternon,lautum,,NT,,,,,,Dorsal
3930,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3930.jpg,Oxysternon lautum,Oxysternon lautum,Scarabaeidae,Scarabaeinae,Oxysternon,lautum,,NT,,,,,,Lateral Head
3931,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3931.jpg,Oxysternon lautum,Oxysternon lautum,Scarabaeidae,Scarabaeinae,Oxysternon,lautum,,NT,,,,,,Frontal
3932,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3932.jpg,Oxysternon lautum,Oxysternon lautum,Scarabaeidae,Scarabaeinae,Oxysternon,lautum,,NT,,,,,,Dorsal
3933,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3933.jpg,Oxysternon lautum,Oxysternon lautum,Scarabaeidae,Scarabaeinae,Oxysternon,lautum,,NT,,,,,,Lateral
3934,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3934.jpg,Oxysternon lautum,Oxysternon lautum,Scarabaeidae,Scarabaeinae,Oxysternon,lautum,,NT,,,,,,Frontal
3935,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3935.jpg,Oxysternon macleayi,Oxysternon macleayi,Scarabaeidae,Scarabaeinae,Oxysternon,macleayi,,NT,GF,French Guiana,Bas-Maroni ,,,Dorsal
3936,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3936.jpg,Oxysternon macleayi,Oxysternon macleayi,Scarabaeidae,Scarabaeinae,Oxysternon,macleayi,,NT,GF,French Guiana,Bas-Maroni ,,,Lateral
3937,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3937.jpg,Oxysternon macleayi,Oxysternon macleayi,Scarabaeidae,Scarabaeinae,Oxysternon,macleayi,,NT,GF,French Guiana,Bas-Maroni ,,,Frontal
3938,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3938.jpg,Oxysternon macleayi,Oxysternon macleayi,Scarabaeidae,Scarabaeinae,Oxysternon,macleayi,,NT,GF,French Guiana,,Cayenne,,Dorsal
3939,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3939.jpg,Oxysternon macleayi,Oxysternon macleayi,Scarabaeidae,Scarabaeinae,Oxysternon,macleayi,,NT,GF,French Guiana,,Cayenne,,Lateral
3940,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3940.jpg,Oxysternon macleayi,Oxysternon macleayi,Scarabaeidae,Scarabaeinae,Oxysternon,macleayi,,NT,GF,French Guiana,,Cayenne,,Frontal
3941,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3941.jpg,Oxysternon macleayi,Oxysternon macleayi,Scarabaeidae,Scarabaeinae,Oxysternon,macleayi,,NT,GF,French Guiana,Bas-Maroni ,,,Dorsal
3942,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3942.jpg,Oxysternon macleayi,Oxysternon macleayi,Scarabaeidae,Scarabaeinae,Oxysternon,macleayi,,NT,GF,French Guiana,Bas-Maroni ,,,Lateral
3943,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3943.jpg,Oxysternon macleayi,Oxysternon macleayi,Scarabaeidae,Scarabaeinae,Oxysternon,macleayi,,NT,GF,French Guiana,Bas-Maroni ,,,Frontal
3944,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3944.jpg,Oxysternon palaemon,Oxysternon palaemon,Scarabaeidae,Scarabaeinae,Oxysternon,palaemon,,NT,,,,,,Dorsal
3945,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3945.jpg,Oxysternon palaemon,Oxysternon palaemon,Scarabaeidae,Scarabaeinae,Oxysternon,palaemon,,NT,,,,,,Lateral
3946,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3946.jpg,Oxysternon palaemon,Oxysternon palaemon,Scarabaeidae,Scarabaeinae,Oxysternon,palaemon,,NT,,,,,,Lateral Head
3947,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3947.jpg,Oxysternon palaemon,Oxysternon palaemon,Scarabaeidae,Scarabaeinae,Oxysternon,palaemon,,NT,,,,,,Frontal
3948,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3948.jpg,Oxysternon palaemon,Oxysternon palaemon,Scarabaeidae,Scarabaeinae,Oxysternon,palaemon,,NT,,,,,,Dorsal
3949,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3949.jpg,Oxysternon palaemon,Oxysternon palaemon,Scarabaeidae,Scarabaeinae,Oxysternon,palaemon,,NT,,,,,,Lateral
3950,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3950.jpg,Oxysternon palaemon,Oxysternon palaemon,Scarabaeidae,Scarabaeinae,Oxysternon,palaemon,,NT,,,,,,Frontal
3951,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3951.jpg,Phanaeus adonis,Phanaeus adonis,Scarabaeidae,Scarabaeinae,Phanaeus,adonis,,NT,MX,Mexico,,,,Dorsal
3952,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3952.jpg,Phanaeus adonis,Phanaeus adonis,Scarabaeidae,Scarabaeinae,Phanaeus,adonis,,NT,MX,Mexico,,,,Lateral Head
3954,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3954.jpg,Phanaeus adonis,Phanaeus adonis,Scarabaeidae,Scarabaeinae,Phanaeus,adonis,,NT,MX,Mexico,,,1927,Dorsal
3955,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3955.jpg,Phanaeus adonis,Phanaeus adonis,Scarabaeidae,Scarabaeinae,Phanaeus,adonis,,NT,MX,Mexico,,,1927,Lateral
3958,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3958.jpg,Phanaeus amethystinus guatemalensis,Phanaeus amethystinus guatemalensis,Scarabaeidae,Scarabaeinae,Phanaeus,amethystinus,guatemalensis,NT,GT,Guatemala,,,,Dorsal
3959,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3959.jpg,Phanaeus amethystinus guatemalensis,Phanaeus amethystinus guatemalensis,Scarabaeidae,Scarabaeinae,Phanaeus,amethystinus,guatemalensis,NT,GT,Guatemala,,,,Lateral
3960,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3960.jpg,Phanaeus amethystinus guatemalensis,Phanaeus amethystinus guatemalensis,Scarabaeidae,Scarabaeinae,Phanaeus,amethystinus,guatemalensis,NT,GT,Guatemala,,,,Frontal
3961,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3961.jpg,Phanaeus amythaon,Phanaeus amythaon,Scarabaeidae,Scarabaeinae,Phanaeus,amythaon,,NT,MX,Mexico,Guanajuato,León ,,Dorsal
3962,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3962.jpg,Phanaeus amythaon,Phanaeus amythaon,Scarabaeidae,Scarabaeinae,Phanaeus,amythaon,,NT,MX,Mexico,Guanajuato,León ,,Lateral
3963,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3963.jpg,Phanaeus amythaon,Phanaeus amythaon,Scarabaeidae,Scarabaeinae,Phanaeus,amythaon,,NT,MX,Mexico,Guanajuato,León ,,Frontal
3964,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3964.jpg,Phanaeus amythaon,Phanaeus amythaon,Scarabaeidae,Scarabaeinae,Phanaeus,amythaon,,NT,MX,Mexico,Guanajuato,León ,,Dorsal
3965,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3965.jpg,Phanaeus amythaon,Phanaeus amythaon,Scarabaeidae,Scarabaeinae,Phanaeus,amythaon,,NT,MX,Mexico,Guanajuato,León ,,Lateral
3966,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3966.jpg,Phanaeus amythaon,Phanaeus amythaon,Scarabaeidae,Scarabaeinae,Phanaeus,amythaon,,NT,MX,Mexico,Guanajuato,León ,,Frontal
3968,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3968.jpg,Phanaeus chalcomelas,Phanaeus chalcomelas,Scarabaeidae,Scarabaeinae,Phanaeus,chalcomelas,,NT,PE,Peru,,,,Dorsal
3969,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3969.jpg,Phanaeus chalcomelas,Phanaeus chalcomelas,Scarabaeidae,Scarabaeinae,Phanaeus,chalcomelas,,NT,PE,Peru,,,,Lateral
3970,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3970.jpg,Phanaeus chalcomelas,Phanaeus chalcomelas,Scarabaeidae,Scarabaeinae,Phanaeus,chalcomelas,,NT,PE,Peru,,,,Frontal
3971,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3971.jpg,Phanaeus chalcomelas,Phanaeus chalcomelas,Scarabaeidae,Scarabaeinae,Phanaeus,chalcomelas,,NT,BR,Brazil,Minas Gerais ,,,Dorsal
3972,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3972.jpg,Phanaeus chalcomelas,Phanaeus chalcomelas,Scarabaeidae,Scarabaeinae,Phanaeus,chalcomelas,,NT,BR,Brazil,Minas Gerais ,,,Lateral
3973,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3973.jpg,Phanaeus chalcomelas,Phanaeus chalcomelas,Scarabaeidae,Scarabaeinae,Phanaeus,chalcomelas,,NT,BR,Brazil,Minas Gerais ,,,Frontal
3974,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3974.jpg,Phanaeus damocles,Phanaeus damocles,Scarabaeidae,Scarabaeinae,Phanaeus,damocles,,NT,MX,Mexico,,,,Lateral Head
3975,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3975.jpg,Phanaeus damocles,Phanaeus damocles,Scarabaeidae,Scarabaeinae,Phanaeus,damocles,,NT,MX,Mexico,,,,Dorsal
3976,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3976.jpg,Phanaeus damocles,Phanaeus damocles,Scarabaeidae,Scarabaeinae,Phanaeus,damocles,,NT,MX,Mexico,,,,Frontal
3977,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3977.jpg,Phanaeus damocles,Phanaeus damocles,Scarabaeidae,Scarabaeinae,Phanaeus,damocles,,NT,MX,Mexico,,,,Dorsal
3978,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3978.jpg,Phanaeus damocles,Phanaeus damocles,Scarabaeidae,Scarabaeinae,Phanaeus,damocles,,NT,MX,Mexico,,,,Lateral
3979,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3979.jpg,Phanaeus damocles,Phanaeus damocles,Scarabaeidae,Scarabaeinae,Phanaeus,damocles,,NT,MX,Mexico,,,,Frontal
3980,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3980.jpg,Phanaeus daphnis,Phanaeus daphnis,Scarabaeidae,Scarabaeinae,Phanaeus,daphnis,,NT,MX,Mexico,,,,Dorsal
3981,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3981.jpg,Phanaeus daphnis,Phanaeus daphnis,Scarabaeidae,Scarabaeinae,Phanaeus,daphnis,,NT,MX,Mexico,,,,Lateral Head
3982,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3982.jpg,Phanaeus daphnis,Phanaeus daphnis,Scarabaeidae,Scarabaeinae,Phanaeus,daphnis,,NT,MX,Mexico,,,,Lateral Head
3983,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3983.jpg,Phanaeus daphnis,Phanaeus daphnis,Scarabaeidae,Scarabaeinae,Phanaeus,daphnis,,NT,MX,Mexico,,,,Frontal
3984,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3984.jpg,Phanaeus daphnis,Phanaeus daphnis,Scarabaeidae,Scarabaeinae,Phanaeus,daphnis,,NT,MX,Mexico,,,,Dorsal
3985,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3985.jpg,Phanaeus daphnis,Phanaeus daphnis,Scarabaeidae,Scarabaeinae,Phanaeus,daphnis,,NT,MX,Mexico,,,,Lateral
3986,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3986.jpg,Phanaeus daphnis,Phanaeus daphnis,Scarabaeidae,Scarabaeinae,Phanaeus,daphnis,,NT,MX,Mexico,,,,Frontal
3987,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3987.jpg,Phanaeus dejeani,Phanaeus dejeani,Scarabaeidae,Scarabaeinae,Phanaeus,dejeani,,NT,BR,Brazil,,,,Dorsal
3988,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3988.jpg,Phanaeus dejeani,Phanaeus dejeani,Scarabaeidae,Scarabaeinae,Phanaeus,dejeani,,NT,BR,Brazil,,,,Lateral Head
3989,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3989.jpg,Phanaeus dejeani,Phanaeus dejeani,Scarabaeidae,Scarabaeinae,Phanaeus,dejeani,,NT,BR,Brazil,,,,Frontal
3990,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3990.jpg,Phanaeus dejeani,Phanaeus dejeani,Scarabaeidae,Scarabaeinae,Phanaeus,dejeani,,NT,BR,Brazil,,,,Dorsal
3991,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3991.jpg,Phanaeus dejeani,Phanaeus dejeani,Scarabaeidae,Scarabaeinae,Phanaeus,dejeani,,NT,BR,Brazil,,,,Lateral
3992,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3992.jpg,Phanaeus dejeani,Phanaeus dejeani,Scarabaeidae,Scarabaeinae,Phanaeus,dejeani,,NT,BR,Brazil,,,,Frontal
3993,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3993.jpg,Phanaeus demon,Phanaeus demon,Scarabaeidae,Scarabaeinae,Phanaeus,demon,,NT,NI,Nicaragua,,El Pochote,05/1987,Lateral Head
3994,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3994.jpg,Phanaeus demon,Phanaeus demon,Scarabaeidae,Scarabaeinae,Phanaeus,demon,,NT,MX,Mexico,,,,Dorsal
3995,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3995.jpg,Phanaeus demon,Phanaeus demon,Scarabaeidae,Scarabaeinae,Phanaeus,demon,,NT,MX,Mexico,,,,Lateral
3996,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3996.jpg,Phanaeus demon,Phanaeus demon,Scarabaeidae,Scarabaeinae,Phanaeus,demon,,NT,MX,Mexico,,,,Lateral Head
3997,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3997.jpg,Phanaeus demon,Phanaeus demon,Scarabaeidae,Scarabaeinae,Phanaeus,demon,,NT,MX,Mexico,,,,Frontal
3998,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3998.jpg,Phanaeus demon,Phanaeus demon,Scarabaeidae,Scarabaeinae,Phanaeus,demon,,NT,MX,Mexico,,,,Lateral
3999,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3999.jpg,Phanaeus demon,Phanaeus demon,Scarabaeidae,Scarabaeinae,Phanaeus,demon,,NT,MX,Mexico,,,,Dorsal
4000,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/4000.jpg,Phanaeus demon,Phanaeus demon,Scarabaeidae,Scarabaeinae,Phanaeus,demon,,NT,MX,Mexico,,,,Lateral
4001,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/4001.jpg,Phanaeus demon,Phanaeus demon,Scarabaeidae,Scarabaeinae,Phanaeus,demon,,NT,MX,Mexico,,,,Frontal
4002,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/4002.jpg,Phanaeus demon,Phanaeus demon,Scarabaeidae,Scarabaeinae,Phanaeus,demon,,NT,MX,Mexico,,,,Dorsal
4003,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/4003.jpg,Phanaeus demon,Phanaeus demon,Scarabaeidae,Scarabaeinae,Phanaeus,demon,,NT,MX,Mexico,,,,Frontal
4004,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/4004.jpg,Phanaeus demon excelsus,Phanaeus demon excelsus,Scarabaeidae,Scarabaeinae,Phanaeus,demon,excelsus,NT,NI,Nicaragua,,El Pochote,05/1987,Lateral
4005,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/4005.jpg,Phanaeus demon excelsus,Phanaeus demon excelsus,Scarabaeidae,Scarabaeinae,Phanaeus,demon,excelsus,NT,NI,Nicaragua,,El Pochote,05/1987,Lateral
4006,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/4006.jpg,Phanaeus demon excelsus,Phanaeus demon excelsus,Scarabaeidae,Scarabaeinae,Phanaeus,demon,excelsus,NT,NI,Nicaragua,,El Pochote,05/1987,Dorsal
4007,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/4007.jpg,Phanaeus demon excelsus,Phanaeus demon excelsus,Scarabaeidae,Scarabaeinae,Phanaeus,demon,excelsus,NT,NI,Nicaragua,,El Pochote,05/1987,Frontal
4008,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/4008.jpg,Phanaeus difformis,Phanaeus difformis,Scarabaeidae,Scarabaeinae,Phanaeus,difformis,,NT,MX,Mexico,,,,Lateral Head
4009,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/4009.jpg,Phanaeus difformis,Phanaeus difformis,Scarabaeidae,Scarabaeinae,Phanaeus,difformis,,NT,MX,Mexico,,,,Frontal
4010,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/4010.jpg,Phanaeus difformis,Phanaeus difformis,Scarabaeidae,Scarabaeinae,Phanaeus,difformis,,NA,US,United States,Illinois,Glencoe,,Dorsal
4011,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/4011.jpg,Phanaeus difformis,Phanaeus difformis,Scarabaeidae,Scarabaeinae,Phanaeus,difformis,,NA,US,United States,Illinois,Glencoe,,Lateral
4012,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/4012.jpg,Phanaeus difformis,Phanaeus difformis,Scarabaeidae,Scarabaeinae,Phanaeus,difformis,,NT,MX,Mexico,,,,Dorsal
4013,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/4013.jpg,Phanaeus difformis,Phanaeus difformis,Scarabaeidae,Scarabaeinae,Phanaeus,difformis,,NA,US,United States,Illinois,Glencoe,,Frontal
4014,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/4014.jpg,Phanaeus endymion,Phanaeus endymion,Scarabaeidae,Scarabaeinae,Phanaeus,endymion,,NT,BR,Brazil,,,,Dorsal
4015,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/4015.jpg,Phanaeus endymion,Phanaeus endymion,Scarabaeidae,Scarabaeinae,Phanaeus,endymion,,NT,BR,Brazil,,,,Lateral Head
4016,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/4016.jpg,Phanaeus endymion,Phanaeus endymion,Scarabaeidae,Scarabaeinae,Phanaeus,endymion,,NT,MX,Mexico,,,,Dorsal
4017,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/4017.jpg,Phanaeus eximius,Phanaeus eximius,Scarabaeidae,Scarabaeinae,Phanaeus,eximius,,NT,MX,Mexico,,,1927,Dorsal
4018,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/4018.jpg,Phanaeus eximius,Phanaeus eximius,Scarabaeidae,Scarabaeinae,Phanaeus,eximius,,NT,MX,Mexico,,,1927,Lateral
4019,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/4019.jpg,Phanaeus eximius,Phanaeus eximius,Scarabaeidae,Scarabaeinae,Phanaeus,eximius,,NT,MX,Mexico,,,1927,Frontal
4020,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/4020.jpg,Phanaeus eximius,Phanaeus eximius,Scarabaeidae,Scarabaeinae,Phanaeus,eximius,,NT,MX,Mexico,Oaxaca ,Oaxaca ,,Dorsal
4021,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/4021.jpg,Phanaeus eximius,Phanaeus eximius,Scarabaeidae,Scarabaeinae,Phanaeus,eximius,,NT,MX,Mexico,Oaxaca ,Oaxaca ,,Lateral
4022,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/4022.jpg,Phanaeus eximius,Phanaeus eximius,Scarabaeidae,Scarabaeinae,Phanaeus,eximius,,NT,MX,Mexico,Oaxaca ,Oaxaca ,,Frontal
4023,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/4023.jpg,Phanaeus funereus,Phanaeus funereus,Scarabaeidae,Scarabaeinae,Phanaeus,funereus,,NT,CO,Colombia,,Honda,,Dorsal
